"","match_id","team.id","team.name","jersey_number","player.id","player.name","position.id","position.name"
"1",3788741,909,"Turkey",23,30357,"Ugurcan Çakir",1,"Goalkeeper"
"2",3788741,909,"Turkey",2,10349,"Mehmet Zeki Çelik",2,"Right Back"
"3",3788741,909,"Turkey",3,23558,"Merih Demiral",3,"Right Center Back"
"4",3788741,909,"Turkey",4,8963,"Caglar Söyüncü",5,"Left Center Back"
"5",3788741,909,"Turkey",13,31042,"Cengiz Umut Meras",6,"Left Back"
"6",3788741,909,"Turkey",5,12555,"Okay Yokuslu",10,"Center Defensive Midfield"
"7",3788741,909,"Turkey",9,8541,"Kenan Karaman",12,"Right Midfield"
"8",3788741,909,"Turkey",11,29989,"Yusuf Yazici",13,"Right Center Midfield"
"9",3788741,909,"Turkey",6,11088,"Ozan Tufan",15,"Left Center Midfield"
"10",3788741,909,"Turkey",10,7039,"Hakan Çalhanoglu",16,"Left Midfield"
"11",3788741,909,"Turkey",17,11086,"Burak Yilmaz",23,"Center Forward"
"12",3788741,914,"Italy",21,7036,"Gianluigi Donnarumma",1,"Goalkeeper"
"13",3788741,914,"Italy",24,6964,"Alessandro Florenzi",2,"Right Back"
"14",3788741,914,"Italy",19,7173,"Leonardo Bonucci",3,"Right Center Back"
"15",3788741,914,"Italy",3,6954,"Giorgio Chiellini",5,"Left Center Back"
"16",3788741,914,"Italy",4,8286,"Leonardo Spinazzola",6,"Left Back"
"17",3788741,914,"Italy",8,7024,"Jorge Luiz Frello Filho",10,"Center Defensive Midfield"
"18",3788741,914,"Italy",18,8181,"Nicolò Barella",13,"Right Center Midfield"
"19",3788741,914,"Italy",5,7038,"Manuel Locatelli",15,"Left Center Midfield"
"20",3788741,914,"Italy",11,7131,"Domenico Berardi",17,"Right Wing"
"21",3788741,914,"Italy",10,7037,"Lorenzo Insigne",21,"Left Wing"
"22",3788741,914,"Italy",17,7788,"Ciro Immobile",23,"Center Forward"
"23",3788742,776,"Denmark",1,3815,"Kasper Schmeichel",1,"Goalkeeper"
"24",3788742,776,"Denmark",18,6797,"Daniel Wass",2,"Right Back"
"25",3788742,776,"Denmark",4,5534,"Simon Thorup Kjær",3,"Right Center Back"
"26",3788742,776,"Denmark",6,3959,"Andreas Christensen",5,"Left Center Back"
"27",3788742,776,"Denmark",5,16554,"Joakim Mæhle",6,"Left Back"
"28",3788742,776,"Denmark",23,3570,"Pierre-Emile Højbjerg",10,"Center Defensive Midfield"
"29",3788742,776,"Denmark",10,3043,"Christian Dannemann Eriksen",13,"Right Center Midfield"
"30",3788742,776,"Denmark",8,5527,"Thomas Delaney",15,"Left Center Midfield"
"31",3788742,776,"Denmark",20,5536,"Yussuf Yurary Poulsen",17,"Right Wing"
"32",3788742,776,"Denmark",9,4447,"Martin Braithwaite Christensen",21,"Left Wing"
"33",3788742,776,"Denmark",19,21261,"Jonas Older Wind",23,"Center Forward"
"34",3788742,1835,"Finland",1,8667,"Lukáš Hrádecký",1,"Goalkeeper"
"35",3788742,1835,"Finland",4,26939,"Joona Toivio",3,"Right Center Back"
"36",3788742,1835,"Finland",2,24455,"Paulus Arajuuri",4,"Center Back"
"37",3788742,1835,"Finland",3,38196,"Daniel O""Shaughnessy",5,"Left Center Back"
"38",3788742,1835,"Finland",22,15416,"Jukka Raitala",7,"Right Wing Back"
"39",3788742,1835,"Finland",18,16550,"Jere Juhani Uronen",8,"Left Wing Back"
"40",3788742,1835,"Finland",14,24648,"Tim Sparv",10,"Center Defensive Midfield"
"41",3788742,1835,"Finland",8,24321,"Robin Lod",13,"Right Center Midfield"
"42",3788742,1835,"Finland",6,13215,"Glen Kamara",15,"Left Center Midfield"
"43",3788742,1835,"Finland",20,9725,"Joel Pohjanpalo",22,"Right Center Forward"
"44",3788742,1835,"Finland",10,9476,"Teemu Pukki",24,"Left Center Forward"
"45",3788743,782,"Belgium",1,3509,"Thibaut Courtois",1,"Goalkeeper"
"46",3788743,782,"Belgium",2,20005,"Toby Alderweireld",3,"Right Center Back"
"47",3788743,782,"Belgium",4,5639,"Anga Dedryck Boyata",4,"Center Back"
"48",3788743,782,"Belgium",5,3077,"Jan Vertonghen",5,"Left Center Back"
"49",3788743,782,"Belgium",21,6989,"Timothy Castagne",7,"Right Wing Back"
"50",3788743,782,"Belgium",16,5632,"Thorgan Hazard",8,"Left Wing Back"
"51",3788743,782,"Belgium",19,6331,"Leander Dendoncker",9,"Right Defensive Midfield"
"52",3788743,782,"Belgium",8,2954,"Youri Tielemans",11,"Left Defensive Midfield"
"53",3788743,782,"Belgium",14,5630,"Dries Mertens",18,"Right Attacking Midfield"
"54",3788743,782,"Belgium",11,5633,"Yannick Ferreira Carrasco",20,"Left Attacking Midfield"
"55",3788743,782,"Belgium",9,3289,"Romelu Lukaku Menama",23,"Center Forward"
"56",3788743,796,"Russia",1,38119,"Anton Shunin",1,"Goalkeeper"
"57",3788743,796,"Russia",2,5170,"Mário Figueira Fernandes",2,"Right Back"
"58",3788743,796,"Russia",5,34588,"Andrey Semenov",3,"Right Center Back"
"59",3788743,796,"Russia",14,16583,"Georgiy Dzhikiya",5,"Left Center Back"
"60",3788743,796,"Russia",18,5193,"Yuri Zhirkov",6,"Left Back"
"61",3788743,796,"Russia",8,18735,"Dmitriy Barinov",9,"Right Defensive Midfield"
"62",3788743,796,"Russia",7,20845,"Magomed Ozdoev",11,"Left Defensive Midfield"
"63",3788743,796,"Russia",11,5171,"Roman Zobnin",17,"Right Wing"
"64",3788743,796,"Russia",17,5177,"Aleksandr Golovin",19,"Center Attacking Midfield"
"65",3788743,796,"Russia",23,5179,"Daler Kuzyaev",21,"Left Wing"
"66",3788743,796,"Russia",22,5195,"Artem Dzyuba",23,"Center Forward"
"67",3788744,907,"Wales",12,9914,"Danny Ward",1,"Goalkeeper"
"68",3788744,907,"Wales",14,4774,"Connor Roberts",2,"Right Back"
"69",3788744,907,"Wales",22,4767,"Chris Mepham",3,"Right Center Back"
"70",3788744,907,"Wales",6,11250,"Joe Rodon",5,"Left Center Back"
"71",3788744,907,"Wales",4,3086,"Ben Davies",6,"Left Back"
"72",3788744,907,"Wales",7,10931,"Joe Allen",10,"Center Defensive Midfield"
"73",3788744,907,"Wales",11,6399,"Gareth Frank Bale",12,"Right Midfield"
"74",3788744,907,"Wales",16,22074,"Joseff Morrell",13,"Right Center Midfield"
"75",3788744,907,"Wales",10,3517,"Aaron Ramsey",15,"Left Center Midfield"
"76",3788744,907,"Wales",20,11252,"Daniel James",16,"Left Midfield"
"77",3788744,907,"Wales",13,3853,"Kieffer Roberto Francisco Moore",23,"Center Forward"
"78",3788744,773,"Switzerland",1,5550,"Yann Sommer",1,"Goalkeeper"
"79",3788744,773,"Switzerland",4,8814,"Nico Elvedi",3,"Right Center Back"
"80",3788744,773,"Switzerland",22,5537,"Fabian Lukas Schär",4,"Center Back"
"81",3788744,773,"Switzerland",5,5549,"Manuel Obafemi Akanji",5,"Left Center Back"
"82",3788744,773,"Switzerland",2,16027,"Kevin Mbabu",7,"Right Wing Back"
"83",3788744,773,"Switzerland",13,5544,"Ricardo Iván Rodríguez Araya",8,"Left Wing Back"
"84",3788744,773,"Switzerland",8,6983,"Remo Freuler",9,"Right Defensive Midfield"
"85",3788744,773,"Switzerland",10,3500,"Granit Xhaka",11,"Left Defensive Midfield"
"86",3788744,773,"Switzerland",23,3533,"Xherdan Shaqiri",19,"Center Attacking Midfield"
"87",3788744,773,"Switzerland",9,5543,"Haris Seferovic",22,"Right Center Forward"
"88",3788744,773,"Switzerland",7,5545,"Breel-Donald Embolo",24,"Left Center Forward"
"89",3788745,768,"England",1,3468,"Jordan Pickford",1,"Goalkeeper"
"90",3788745,768,"England",2,3205,"Kyle Walker",2,"Right Back"
"91",3788745,768,"England",5,3244,"John Stones",3,"Right Center Back"
"92",3788745,768,"England",15,3323,"Tyrone Mings",5,"Left Center Back"
"93",3788745,768,"England",12,3308,"Kieran Trippier",6,"Left Back"
"94",3788745,768,"England",14,4706,"Kalvin Phillips",9,"Right Defensive Midfield"
"95",3788745,768,"England",4,3943,"Declan Rice",11,"Left Defensive Midfield"
"96",3788745,768,"England",20,4354,"Philip Foden",17,"Right Wing"
"97",3788745,768,"England",19,7843,"Mason Mount",19,"Center Attacking Midfield"
"98",3788745,768,"England",10,3233,"Raheem Sterling",21,"Left Wing"
"99",3788745,768,"England",9,10955,"Harry Kane",23,"Center Forward"
"100",3788745,785,"Croatia",1,16531,"Dominik Livakovic",1,"Goalkeeper"
"101",3788745,785,"Croatia",2,5461,"Šime Vrsaljko",2,"Right Back"
"102",3788745,785,"Croatia",21,5468,"Domagoj Vida",3,"Right Center Back"
"103",3788745,785,"Croatia",5,6307,"Duje Caleta-Car",5,"Left Center Back"
"104",3788745,785,"Croatia",25,33018,"Joško Gvardiol",6,"Left Back"
"105",3788745,785,"Croatia",11,5469,"Marcelo Brozovic",10,"Center Defensive Midfield"
"106",3788745,785,"Croatia",10,5463,"Luka Modric",13,"Right Center Midfield"
"107",3788745,785,"Croatia",8,5456,"Mateo Kovacic",15,"Left Center Midfield"
"108",3788745,785,"Croatia",9,5460,"Andrej Kramaric",17,"Right Wing"
"109",3788745,785,"Croatia",4,5474,"Ivan Perišic",21,"Left Wing"
"110",3788745,785,"Croatia",17,5465,"Ante Rebic",23,"Center Forward"
"111",3788746,941,"Netherlands",1,20201,"Maarten Stekelenburg",1,"Goalkeeper"
"112",3788746,941,"Netherlands",25,21809,"Jurriën David Norman Timber",3,"Right Center Back"
"113",3788746,941,"Netherlands",6,7787,"Stefan de Vrij",4,"Center Back"
"114",3788746,941,"Netherlands",17,3311,"Daley Blind",5,"Left Center Back"
"115",3788746,941,"Netherlands",22,8125,"Denzel Dumfries",7,"Right Wing Back"
"116",3788746,941,"Netherlands",12,3321,"Patrick van Aanholt",8,"Left Wing Back"
"117",3788746,941,"Netherlands",15,6994,"Marten de Roon",9,"Right Defensive Midfield"
"118",3788746,941,"Netherlands",21,8118,"Frenkie de Jong",11,"Left Defensive Midfield"
"119",3788746,941,"Netherlands",8,3567,"Georginio Wijnaldum",19,"Center Attacking Midfield"
"120",3788746,941,"Netherlands",19,7829,"Wout Weghorst",22,"Right Center Forward"
"121",3788746,941,"Netherlands",10,2988,"Memphis Depay",24,"Left Center Forward"
"122",3788746,911,"Ukraine",1,22243,"Heorhii Bushchan",1,"Goalkeeper"
"123",3788746,911,"Ukraine",21,31900,"Oleksandr Karavaev",2,"Right Back"
"124",3788746,911,"Ukraine",13,39136,"Illia Zabarnyi",3,"Right Center Back"
"125",3788746,911,"Ukraine",22,18617,"Mykola Matviyenko",5,"Left Center Back"
"126",3788746,911,"Ukraine",16,20827,"Vitalii Mykolenko",6,"Left Back"
"127",3788746,911,"Ukraine",5,16514,"Serhii Sydorchuk",10,"Center Defensive Midfield"
"128",3788746,911,"Ukraine",8,16557,"Ruslan Malinovskiy",13,"Right Center Midfield"
"129",3788746,911,"Ukraine",17,3575,"Oleksandr Zinchenko",15,"Left Center Midfield"
"130",3788746,911,"Ukraine",7,8830,"Andriy Yarmolenko",17,"Right Wing"
"131",3788746,911,"Ukraine",20,31892,"Oleksandr Zubkov",21,"Left Wing"
"132",3788746,911,"Ukraine",9,23649,"Roman Yaremchuk",23,"Center Forward"
"133",3788747,915,"Austria",13,21532,"Daniel Bachmann",1,"Goalkeeper"
"134",3788747,915,"Austria",3,3969,"Aleksandar Dragovic",3,"Right Center Back"
"135",3788747,915,"Austria",8,8220,"David Olatukunbo Alaba",4,"Center Back"
"136",3788747,915,"Austria",4,8307,"Martin Hinteregger",5,"Left Center Back"
"137",3788747,915,"Austria",21,8779,"Stefan Lainer",7,"Right Wing Back"
"138",3788747,915,"Austria",2,8777,"Andreas Ulmer",8,"Left Wing Back"
"139",3788747,915,"Austria",23,8769,"Xaver Schlager",10,"Center Defensive Midfield"
"140",3788747,915,"Austria",24,8506,"Konrad Laimer",13,"Right Center Midfield"
"141",3788747,915,"Austria",9,8518,"Marcel Sabitzer",15,"Left Center Midfield"
"142",3788747,915,"Austria",25,18762,"Sasa Kalajdzic",22,"Right Center Forward"
"143",3788747,915,"Austria",19,24977,"Christoph Baumgartner",24,"Left Center Forward"
"144",3788747,2358,"North Macedonia",1,21397,"Stole Dimitrievski",1,"Goalkeeper"
"145",3788747,2358,"North Macedonia",13,10592,"Stefan Ristovski",3,"Right Center Back"
"146",3788747,2358,"North Macedonia",14,30644,"Darko Velkovski",4,"Center Back"
"147",3788747,2358,"North Macedonia",6,46906,"Visar Musliu",5,"Left Center Back"
"148",3788747,2358,"North Macedonia",16,16740,"Boban Nikolov",7,"Right Wing Back"
"149",3788747,2358,"North Macedonia",8,4713,"Ezgjan Alioski",8,"Left Wing Back"
"150",3788747,2358,"North Macedonia",5,18879,"Arijan Ademi",10,"Center Defensive Midfield"
"151",3788747,2358,"North Macedonia",17,6782,"Enis Bardhi",13,"Right Center Midfield"
"152",3788747,2358,"North Macedonia",21,16535,"Eljif Elmas",15,"Left Center Midfield"
"153",3788747,2358,"North Macedonia",10,7146,"Goran Pandev",22,"Right Center Forward"
"154",3788747,2358,"North Macedonia",9,30512,"Aleksandar Trajkovski",24,"Left Center Forward"
"155",3788748,942,"Scotland",15,9645,"David Marshall",1,"Goalkeeper"
"156",3788748,942,"Scotland",15,11116,"Jack Hendry",3,"Right Center Back"
"157",3788748,942,"Scotland",15,9481,"Grant Hanley",4,"Center Back"
"158",3788748,942,"Scotland",15,9621,"Liam Cooper",5,"Left Center Back"
"159",3788748,942,"Scotland",15,9048,"Stephen O""Donnell",7,"Right Wing Back"
"160",3788748,942,"Scotland",15,3655,"Andrew Robertson",8,"Left Wing Back"
"161",3788748,942,"Scotland",15,3620,"Scott McTominay",10,"Center Defensive Midfield"
"162",3788748,942,"Scotland",15,9974,"John McGinn",13,"Right Center Midfield"
"163",3788748,942,"Scotland",15,10285,"Stuart Armstrong",15,"Left Center Midfield"
"164",3788748,942,"Scotland",15,29571,"Lyndon Dykes",22,"Right Center Forward"
"165",3788748,942,"Scotland",15,12510,"Ryan Christie",24,"Left Center Forward"
"166",3788748,912,"Czech Republic",15,11541,"Tomáš Vaclík",1,"Goalkeeper"
"167",3788748,912,"Czech Republic",15,16570,"Vladimír Coufal",2,"Right Back"
"168",3788748,912,"Czech Republic",15,30328,"Ondrej Celustka",3,"Right Center Back"
"169",3788748,912,"Czech Republic",15,13197,"Tomáš Kalas",5,"Left Center Back"
"170",3788748,912,"Czech Republic",15,4875,"Jan Boril",6,"Left Back"
"171",3788748,912,"Czech Republic",15,23452,"Alex Král",9,"Right Defensive Midfield"
"172",3788748,912,"Czech Republic",15,4870,"Tomáš Soucek",11,"Left Defensive Midfield"
"173",3788748,912,"Czech Republic",15,16472,"Lukáš Masopust",17,"Right Wing"
"174",3788748,912,"Czech Republic",15,8579,"Vladimír Darida",19,"Center Attacking Midfield"
"175",3788748,912,"Czech Republic",15,8095,"Jakub Jankto",21,"Left Wing"
"176",3788748,912,"Czech Republic",15,7044,"Patrik Schick",23,"Center Forward"
"177",3788749,789,"Poland",1,5669,"Wojciech Szczesny",1,"Goalkeeper"
"178",3788749,789,"Poland",18,5673,"Bartosz Bereszynski",3,"Right Center Back"
"179",3788749,789,"Poland",15,3034,"Kamil Glik",4,"Center Back"
"180",3788749,789,"Poland",5,4626,"Jan Bednarek",5,"Left Center Back"
"181",3788749,789,"Poland",21,4673,"Kamil Józwiak",7,"Right Wing Back"
"182",3788749,789,"Poland",13,5672,"Maciej Rybus",8,"Left Wing Back"
"183",3788749,789,"Poland",10,3637,"Grzegorz Krychowiak",10,"Center Defensive Midfield"
"184",3788749,789,"Poland",14,9622,"Mateusz Andrzej Klich",13,"Right Center Midfield"
"185",3788749,789,"Poland",8,7964,"Karol Linetty",15,"Left Center Midfield"
"186",3788749,789,"Poland",9,5668,"Robert Lewandowski",22,"Right Center Forward"
"187",3788749,789,"Poland",20,5660,"Piotr Zielinski",24,"Left Center Forward"
"188",3788749,908,"Slovakia",1,3711,"Martin Dúbravka",1,"Goalkeeper"
"189",3788749,908,"Slovakia",2,9722,"Peter Pekarík",2,"Right Back"
"190",3788749,908,"Slovakia",5,30397,"Lubomír Šatka",3,"Right Center Back"
"191",3788749,908,"Slovakia",14,6990,"Milan Škriniar",5,"Left Center Back"
"192",3788749,908,"Slovakia",15,4421,"Tomáš Hubocan",6,"Left Back"
"193",3788749,908,"Slovakia",19,10919,"Juraj Kucka",9,"Right Defensive Midfield"
"194",3788749,908,"Slovakia",25,20002,"Jakub Hromada",11,"Left Defensive Midfield"
"195",3788749,908,"Slovakia",18,7975,"Lukáš Haraslín",17,"Right Wing"
"196",3788749,908,"Slovakia",17,7025,"Marek Hamšík",19,"Center Attacking Midfield"
"197",3788749,908,"Slovakia",20,16307,"Róbert Mak",21,"Left Wing"
"198",3788749,908,"Slovakia",8,8967,"Ondrej Duda",23,"Center Forward"
"199",3788750,772,"Spain",23,11748,"Unai Simón Mendibil",1,"Goalkeeper"
"200",3788750,772,"Spain",6,6840,"Marcos Llorente Moreno",2,"Right Back"
"201",3788750,772,"Spain",24,4353,"Aymeric Laporte",3,"Right Center Back"
"202",3788750,772,"Spain",4,6892,"Pau Francisco Torres",5,"Left Center Back"
"203",3788750,772,"Spain",18,5211,"Jordi Alba Ramos",6,"Left Back"
"204",3788750,772,"Spain",16,6765,"Rodrigo Hernández Cascante",10,"Center Defensive Midfield"
"205",3788750,772,"Spain",8,5199,"Jorge Resurrección Merodio",13,"Right Center Midfield"
"206",3788750,772,"Spain",26,30486,"Pedro González López",15,"Left Center Midfield"
"207",3788750,772,"Spain",11,6748,"Ferrán Torres García",17,"Right Wing"
"208",3788750,772,"Spain",19,16532,"Daniel Olmo Carvajal",21,"Left Wing"
"209",3788750,772,"Spain",7,3477,"Álvaro Borja Morata Martín",23,"Center Forward"
"210",3788750,790,"Sweden",1,5622,"Robin Olsen",1,"Goalkeeper"
"211",3788750,790,"Sweden",2,5612,"Mikael Lustig",2,"Right Back"
"212",3788750,790,"Sweden",3,3702,"Victor Nilsson Lindelöf",3,"Right Center Back"
"213",3788750,790,"Sweden",24,26875,"Marcus Andreas Danielsson",5,"Left Center Back"
"214",3788750,790,"Sweden",6,5621,"Ludwig Augustinsson",6,"Left Back"
"215",3788750,790,"Sweden",20,23444,"Kristoffer Olsson",9,"Right Defensive Midfield"
"216",3788750,790,"Sweden",8,5624,"Albin Ekdal",11,"Left Defensive Midfield"
"217",3788750,790,"Sweden",7,5617,"Sebastian Larsson",12,"Right Midfield"
"218",3788750,790,"Sweden",10,5625,"Emil Peter Forsberg",16,"Left Midfield"
"219",3788750,790,"Sweden",9,11098,"Marcus Berg",22,"Right Center Forward"
"220",3788750,790,"Sweden",11,8819,"Alexander Isak",24,"Left Center Forward"
"221",3788751,771,"France",1,3099,"Hugo Lloris",1,"Goalkeeper"
"222",3788751,771,"France",2,5476,"Benjamin Pavard",2,"Right Back"
"223",3788751,771,"France",4,5485,"Raphaël Varane",3,"Right Center Back"
"224",3788751,771,"France",3,2999,"Presnel Kimpembe",5,"Left Center Back"
"225",3788751,771,"France",21,5484,"Lucas Hernández Pi",6,"Left Back"
"226",3788751,771,"France",13,3961,"N''Golo Kanté",10,"Center Defensive Midfield"
"227",3788751,771,"France",6,20004,"Paul Pogba",13,"Right Center Midfield"
"228",3788751,771,"France",14,3026,"Adrien Rabiot",15,"Left Center Midfield"
"229",3788751,771,"France",7,5487,"Antoine Griezmann",17,"Right Wing"
"230",3788751,771,"France",10,3009,"Kylian Mbappé Lottin",21,"Left Wing"
"231",3788751,771,"France",19,19677,"Karim Benzema",23,"Center Forward"
"232",3788751,770,"Germany",1,5570,"Manuel Neuer",1,"Goalkeeper"
"233",3788751,770,"Germany",4,8808,"Matthias Ginter",3,"Right Center Back"
"234",3788751,770,"Germany",5,5572,"Mats Hummels",4,"Center Back"
"235",3788751,770,"Germany",2,3167,"Antonio Rüdiger",5,"Left Center Back"
"236",3788751,770,"Germany",6,5579,"Joshua Kimmich",7,"Right Wing Back"
"237",3788751,770,"Germany",20,6985,"Robin Gosens",8,"Left Wing Back"
"238",3788751,770,"Germany",21,10287,"Ilkay Gündogan",9,"Right Defensive Midfield"
"239",3788751,770,"Germany",8,5574,"Toni Kroos",11,"Left Defensive Midfield"
"240",3788751,770,"Germany",7,8966,"Kai Havertz",18,"Right Attacking Midfield"
"241",3788751,770,"Germany",25,5562,"Thomas Müller",20,"Left Attacking Midfield"
"242",3788751,770,"Germany",10,8400,"Serge Gnabry",23,"Center Forward"
"243",3788752,916,"Hungary",1,8524,"Péter Gulácsi",1,"Goalkeeper"
"244",3788752,916,"Hungary",21,31887,"Endre Botka",3,"Right Center Back"
"245",3788752,916,"Hungary",6,8509,"Willi Orban",4,"Center Back"
"246",3788752,916,"Hungary",4,46376,"Attila Szalai",5,"Left Center Back"
"247",3788752,916,"Hungary",14,10794,"Gergo Lovrencsics",7,"Right Wing Back"
"248",3788752,916,"Hungary",5,11268,"Attila Fiola",8,"Left Wing Back"
"249",3788752,916,"Hungary",8,7162,"Ádám Nagy",10,"Center Defensive Midfield"
"250",3788752,916,"Hungary",15,16502,"László Kleinheisler",13,"Right Center Midfield"
"251",3788752,916,"Hungary",13,42822,"András Schäfer",15,"Left Center Midfield"
"252",3788752,916,"Hungary",20,19316,"Roland Sallai",22,"Right Center Forward"
"253",3788752,916,"Hungary",9,8407,"Ádám Szalai",24,"Left Center Forward"
"254",3788752,780,"Portugal",1,5205,"Rui Pedro dos Santos Patrício",1,"Goalkeeper"
"255",3788752,780,"Portugal",2,6374,"Nélson Cabral Semedo",2,"Right Back"
"256",3788752,780,"Portugal",3,20016,"Kléper Laveran Lima Ferreira",3,"Right Center Back"
"257",3788752,780,"Portugal",4,5206,"Rúben Santos Gato Alves Dias",5,"Left Center Back"
"258",3788752,780,"Portugal",5,5209,"Raphaël Adelino José Guerreiro",6,"Left Back"
"259",3788752,780,"Portugal",13,13621,"Danilo Luís Hélio Pereira",13,"Right Center Midfield"
"260",3788752,780,"Portugal",14,5214,"William Silva de Carvalho",15,"Left Center Midfield"
"261",3788752,780,"Portugal",10,3193,"Bernardo Mota Veiga de Carvalho e Silva",17,"Right Wing"
"262",3788752,780,"Portugal",11,5204,"Bruno Miguel Borges Fernandes",19,"Center Attacking Midfield"
"263",3788752,780,"Portugal",21,9929,"Diogo José Teixeira da Silva",21,"Left Wing"
"264",3788752,780,"Portugal",7,5207,"Cristiano Ronaldo dos Santos Aveiro",23,"Center Forward"
"265",3788753,1835,"Finland",1,8667,"Lukáš Hrádecký",1,"Goalkeeper"
"266",3788753,1835,"Finland",4,26939,"Joona Toivio",3,"Right Center Back"
"267",3788753,1835,"Finland",2,24455,"Paulus Arajuuri",4,"Center Back"
"268",3788753,1835,"Finland",3,38196,"Daniel O""Shaughnessy",5,"Left Center Back"
"269",3788753,1835,"Finland",22,15416,"Jukka Raitala",7,"Right Wing Back"
"270",3788753,1835,"Finland",18,16550,"Jere Juhani Uronen",8,"Left Wing Back"
"271",3788753,1835,"Finland",11,12807,"Rasmus Schüller",10,"Center Defensive Midfield"
"272",3788753,1835,"Finland",8,24321,"Robin Lod",13,"Right Center Midfield"
"273",3788753,1835,"Finland",6,13215,"Glen Kamara",15,"Left Center Midfield"
"274",3788753,1835,"Finland",10,9476,"Teemu Pukki",22,"Right Center Forward"
"275",3788753,1835,"Finland",20,9725,"Joel Pohjanpalo",24,"Left Center Forward"
"276",3788753,796,"Russia",16,21298,"Matvey Safonov",1,"Goalkeeper"
"277",3788753,796,"Russia",8,18735,"Dmitriy Barinov",3,"Right Center Back"
"278",3788753,796,"Russia",3,31917,"Igor Diveev",4,"Center Back"
"279",3788753,796,"Russia",14,16583,"Georgiy Dzhikiya",5,"Left Center Back"
"280",3788753,796,"Russia",2,5170,"Mário Figueira Fernandes",7,"Right Wing Back"
